Country Code,Short Name,Table Name,Long Name,2-alpha code,Currency Unit,Special Notes,Region,Income Group,WB-2 code,IMF data dissemination standard,Latest population census,Latest household survey,Source of most recent Income and expenditure data,Lending category,Other groups,National accounts base year,National accounts reference year,System of National Accounts,SNA price valuation,Alternative conversion factor,PPP survey years,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Latest water withdrawal data
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUN,,,Tunisia,,,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TUR,,,Turkey,,,,,Turkey,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
TKM,,,Turkmenistan,,,,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UGA,,,Uganda,,,,,Uganda,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
UKR,,,Ukraine,,,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
ARE,,,United Arab Emirates,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
GBR,,,United Kingdom,,,,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,
